Contaminant Level (ppm),Population Density (people per km²),Access to Clean Water (% of Population),pH Level,Turbidity (NTU),Rainfall (mm per year),Healthcare Access Index (0-100),Region,Dissolved Oxygen (mg/L),Nitrate Level (mg/L),Temperature (°C),GDP per Capita (USD),Country,Sanitation Coverage (% of Population),Bacteria Count (CFU/mL),"Diarrheal Cases per 100,000 people"
9.9,993,96.4,7.05,2.95,379,95.37,South,3.97,16.22,6.41,32461,Indonesia,26.76,4145,328
6.6,524,44.13,6.51,2.67,748,83.48,Central,4.81,34.73,23.99,50226,Indonesia,78.97,441,470
7.33,887,90.88,6.97,4.7,201,7.1,North,5.55,29.39,6.84,16259,Brazil,28.01,3895,419
3.89,624,76.77,7.23,3.63,1257,93.13,East,9.11,10.1,2.38,6004,Mexico,95.13,4797,411
4.33,164,68.66,6.74,4.63,1537,91.67,West,4.19,48.48,38.3,96819,Ethiopia,89.33,4849,241
1.44,522,87.44,7.92,1.1,2473,4.22,West,4.54,21.39,1.57,64199,China,61.19,1828,239
8.23,344,74.3,6.98,1.55,563,20.15,East,5.45,28.3,26.56,47672,Bangladesh,66.52,1535,28
9.31,855,76.87,7.82,0.35,1730,70.24,South,9.49,35.13,37.44,95855,Ethiopia,75.55,4325,244
6.23,397,47.76,6.52,2.5,1149,93.46,Central,6.53,30.68,1.52,62316,Ethiopia,78.52,559,119
3.44,13,87.19,6.94,4.37,315,82.31,West,7.53,15.55,38.63,65307,Pakistan,59.3,1173,425
1.54,994,75.52,6.02,1.63,2361,28.19,East,5.71,39.89,20.09,22361,USA,45.07,1878,313
2.65,389,89.11,7.9,0.64,1765,3.34,East,4.32,5.51,31.4,65652,Nigeria,92.82,2255,373
2.55,724,54.61,7.56,0.34,794,47.29,South,4.56,28.45,25.0,22789,Brazil,23.73,1084,31
6.14,42,53.22,8.04,2.24,2726,9.2,South,8.62,13.67,24.67,51767,Indonesia,48.49,3914,139
9.45,20,31.67,7.14,0.82,2967,24.53,North,9.25,30.79,31.55,89857,USA,73.32,238,157
0.48,725,83.8,8.0,1.73,2354,64.01,West,6.45,10.9,2.62,12771,Pakistan,91.29,2914,59
0.01,728,53.12,7.62,4.1,2562,49.5,North,5.5,38.61,15.7,58004,Bangladesh,25.94,2095,138
6.0,518,52.9,6.01,1.92,2111,37.67,East,8.65,11.38,38.78,73229,Brazil,72.72,1471,356
2.84,194,78.21,6.63,3.05,1375,93.0,Central,7.71,44.52,2.18,42218,Pakistan,58.97,2045,211
8.81,163,47.7,7.23,2.51,2134,19.3,Central,3.29,43.08,10.51,33207,Nigeria,74.92,4612,138
3.27,865,93.63,7.55,3.59,2322,48.75,South,5.46,18.12,26.88,49073,Nigeria,45.38,3683,367
2.9,888,67.66,6.16,0.78,2929,57.35,Central,7.78,19.29,4.02,9521,Nigeria,76.86,204,110
2.7,931,97.86,7.76,4.6,386,32.19,Central,7.02,35.08,21.47,9540,USA,34.42,3600,485
1.45,703,35.37,7.36,3.22,2586,70.53,Central,9.85,4.52,28.53,73935,USA,82.03,2137,492
5.82,521,53.58,7.31,1.35,2046,86.73,East,9.06,4.05,30.3,27052,Indonesia,79.95,1213,335
1.68,676,56.7,6.73,0.62,1612,54.15,Central,3.42,6.82,22.45,4844,Indonesia,95.74,3834,250
4.25,237,81.13,7.49,0.75,1024,78.13,Central,8.08,28.12,20.03,79438,Bangladesh,33.86,3091,98
4.61,484,44.91,6.07,3.91,252,6.1,Central,5.35,7.45,28.56,7703,Brazil,77.76,1382,177
0.2,111,56.27,6.16,2.94,456,15.38,North,7.77,13.88,5.8,79354,India,45.81,3680,0
0.17,703,93.74,7.83,1.9,1795,46.2,East,7.32,32.35,27.22,5940,India,42.55,1679,88
5.2,267,38.02,6.8,1.66,2293,92.1,South,6.52,0.78,36.77,43709,Pakistan,52.13,6,112
6.96,992,82.17,6.87,4.28,214,53.16,North,8.97,9.01,27.31,3392,Nigeria,42.82,1885,282
9.42,786,79.17,6.52,4.37,2875,43.23,West,7.96,46.5,1.86,86044,Brazil,39.86,3498,115
1.79,81,39.14,7.11,2.91,211,60.01,East,9.23,33.18,20.24,7187,Ethiopia,81.47,295,31
1.03,508,78.19,6.13,2.62,2248,12.45,East,4.97,15.28,29.05,24307,USA,75.96,263,261
0.52,369,69.88,6.75,4.08,2324,65.37,West,5.44,2.27,1.73,81425,Mexico,28.75,2137,40
4.36,893,50.13,7.32,3.75,741,9.4,West,7.35,29.3,30.49,30652,China,64.81,4948,419
6.23,841,51.78,7.16,2.0,1195,57.68,West,9.77,11.14,11.26,26375,Bangladesh,46.48,3865,166
8.41,250,88.31,8.5,0.41,249,71.44,South,5.6,48.01,23.55,96588,Nigeria,97.68,4496,342
6.83,124,46.17,6.97,3.84,1865,41.15,Central,3.23,34.35,38.65,35439,Nigeria,54.0,4452,220
2.08,586,65.89,6.97,0.84,1229,91.09,East,6.12,48.71,39.8,29439,Nigeria,23.25,2546,413
4.62,798,77.68,7.26,0.08,2322,15.2,Central,6.81,42.44,25.38,8969,USA,46.54,4929,213
9.1,419,39.09,6.48,4.22,545,17.1,Central,8.61,24.15,19.66,83443,USA,45.02,4530,312
3.27,664,95.26,8.19,2.89,2580,51.69,West,8.1,33.48,7.11,62015,China,20.45,118,394
4.99,436,48.24,7.43,4.46,2925,93.17,South,9.75,40.61,8.33,70657,Ethiopia,59.02,2395,345
9.59,738,52.32,6.48,2.42,2515,39.07,North,8.48,28.91,17.17,78941,Brazil,92.46,3367,470
7.35,688,76.63,7.98,4.63,1703,92.64,South,5.09,3.07,28.09,91811,Nigeria,84.19,1702,130
7.48,537,35.47,6.09,1.77,1531,69.35,Central,7.49,23.52,30.77,84137,India,74.77,529,47
2.52,556,73.93,8.46,3.62,1940,78.26,South,7.71,6.53,8.88,56855,Indonesia,47.48,3674,133
4.15,800,94.12,8.16,1.5,2846,93.79,West,9.99,35.74,21.42,51632,India,38.56,302,6
0.82,149,47.44,7.45,0.01,811,57.23,North,3.97,34.03,23.66,99073,Pakistan,47.41,4067,43
6.07,961,55.33,6.28,1.9,2945,64.17,West,4.34,49.65,35.72,53749,India,29.84,4251,486
1.04,761,46.26,6.54,3.69,1445,57.9,North,4.09,31.44,35.06,63219,Pakistan,27.96,3968,316
8.36,317,87.31,6.7,0.75,2525,78.49,Central,7.12,40.01,32.7,19504,Mexico,65.96,13,437
8.15,796,41.73,6.6,2.52,884,27.34,North,3.95,13.41,20.67,91998,Indonesia,85.12,2803,434
5.34,875,54.26,7.24,1.06,2565,78.8,North,7.59,17.0,2.6,71262,India,27.95,888,85
1.41,967,72.07,8.36,0.37,342,71.35,North,8.63,45.85,13.38,5753,Mexico,46.81,3528,47
0.26,401,58.32,7.11,3.09,2149,60.21,South,6.03,37.76,24.87,9226,Bangladesh,29.82,1196,497
7.97,636,34.58,7.65,4.76,353,3.88,South,6.92,32.76,25.5,59452,Brazil,44.84,4540,489
6.0,96,96.34,7.72,1.55,577,77.45,Central,9.39,12.7,33.96,89615,Mexico,86.42,2169,316
7.11,148,53.65,8.18,2.9,1830,13.24,North,6.99,34.93,15.18,87052,Brazil,22.79,3568,352
3.04,388,61.2,6.08,4.77,733,96.2,East,4.46,44.34,37.46,60758,India,71.78,2231,423
5.09,52,41.73,7.01,3.25,2884,8.15,Central,5.4,11.54,6.53,40500,Ethiopia,24.79,1843,386
7.47,875,90.57,7.96,3.37,2228,72.03,North,6.71,35.31,1.99,46773,Mexico,54.12,3651,413
4.63,78,50.4,8.04,0.89,892,36.04,North,4.08,19.68,7.07,97986,Indonesia,57.92,3876,239
6.01,686,31.39,8.32,2.46,2090,73.57,South,7.29,5.94,18.49,48926,India,52.12,2718,151
7.9,162,52.15,7.76,1.84,986,51.9,Central,9.99,38.17,32.92,30235,Nigeria,70.99,48,450
2.15,481,98.88,6.61,2.35,2409,62.95,North,7.57,8.36,6.15,66058,USA,97.89,180,257
0.66,673,40.28,7.26,4.0,665,7.54,North,5.61,12.64,21.93,42148,Mexico,41.38,3878,43
5.32,627,32.18,6.08,2.3,2525,96.65,Central,5.32,39.15,31.06,33019,Indonesia,68.78,1417,167
0.62,299,70.47,7.62,0.31,2719,0.38,East,9.52,37.11,1.39,1786,Bangladesh,48.4,3464,274
7.67,504,56.02,7.39,4.53,340,94.12,Central,9.1,12.71,1.66,69896,Nigeria,99.96,3419,190
7.19,859,85.65,7.67,2.72,1927,56.83,Central,6.31,47.05,19.62,76310,Bangladesh,96.08,529,151
8.82,917,81.23,8.33,4.62,2191,25.83,East,5.47,10.76,7.31,11226,India,27.47,4679,49
6.4,947,42.98,7.72,2.86,1009,63.77,Central,7.97,49.68,18.02,62040,USA,97.89,1286,275
0.67,880,69.52,6.8,0.35,1470,67.29,North,5.2,36.89,1.76,95318,Mexico,79.06,2190,312
2.53,600,32.27,6.5,2.76,902,73.03,Central,3.84,19.63,39.07,95813,Mexico,99.39,706,494
8.08,120,60.76,8.14,2.88,369,1.64,East,5.17,6.52,26.17,26416,Ethiopia,81.68,3217,368
1.67,277,79.98,6.49,1.07,2466,98.28,West,6.04,16.03,27.47,80326,Ethiopia,30.31,293,305
6.98,422,59.05,6.4,2.36,2281,61.79,Central,4.79,9.69,20.39,2877,India,80.04,1561,94
7.8,486,38.26,6.52,2.3,2532,37.75,South,4.52,31.09,33.0,25271,India,78.13,4517,241
3.3,669,34.31,7.27,3.11,1633,57.07,North,3.04,17.84,33.34,93073,USA,33.34,2611,104
3.22,344,89.76,6.31,1.3,1630,17.84,North,7.42,14.75,6.36,49504,Ethiopia,80.25,660,441
5.58,396,92.39,8.35,2.91,1259,24.73,South,7.3,37.86,30.74,55280,Indonesia,73.98,3178,414
8.61,345,54.02,8.42,1.2,464,8.58,South,4.32,11.53,22.67,75732,Indonesia,99.56,3389,420
2.24,838,41.49,8.43,2.23,1052,87.92,Central,9.61,29.34,30.5,51767,USA,69.5,2106,362
9.41,476,98.5,6.1,0.61,1963,25.16,South,5.87,9.73,36.75,22302,Indonesia,53.17,3063,348
5.99,592,68.21,8.37,0.19,206,73.97,West,3.18,35.74,13.4,85338,Pakistan,96.31,2840,259
9.92,250,63.37,8.49,1.6,222,27.42,East,4.54,31.26,22.84,45484,Brazil,70.23,3496,441
0.9,237,81.91,8.36,1.37,1639,14.6,South,7.84,39.91,31.5,25946,USA,47.89,2578,137
1.27,671,41.82,7.68,2.03,2782,10.81,South,4.41,3.42,39.47,31360,USA,21.68,2051,318
8.27,984,70.6,7.75,4.81,2316,86.02,West,3.38,10.51,24.5,90796,China,80.53,2409,419
8.65,82,92.31,6.31,2.61,212,11.97,North,7.32,7.72,28.85,75917,Nigeria,29.56,2953,182
4.45,538,31.61,8.19,2.77,1983,8.71,North,6.63,9.53,33.85,83632,Nigeria,93.89,368,482
7.14,106,77.11,6.15,4.71,2505,0.94,Central,8.33,5.15,30.05,12337,Pakistan,96.91,538,56
8.68,267,68.6,6.79,4.61,2967,36.64,West,8.41,28.1,37.69,62982,Ethiopia,38.91,2927,239
0.43,272,96.56,8.48,4.42,1147,94.27,East,9.72,29.67,9.19,39492,India,29.02,2393,468
5.74,232,48.11,7.06,0.49,2045,90.86,East,3.4,42.17,36.31,9189,India,67.63,730,426
8.53,535,90.12,6.33,3.17,1251,11.51,West,3.27,20.89,8.28,2065,Bangladesh,37.1,896,104
3.98,494,51.63,8.42,4.04,2892,1.25,East,9.91,26.62,22.61,25293,Pakistan,63.35,4659,64
3.02,269,60.09,8.46,4.18,2067,75.1,North,7.51,49.57,20.92,5120,USA,53.14,2368,489
7.96,694,44.93,6.47,2.89,613,30.65,East,8.01,26.59,33.25,65700,Pakistan,83.36,4559,139
3.36,200,90.45,8.16,0.09,2010,83.47,East,3.68,28.68,15.94,26437,Pakistan,99.99,2680,61
0.03,275,43.68,6.98,4.87,1327,21.54,West,3.49,49.8,5.73,83925,Pakistan,56.54,2380,151
9.6,566,90.13,6.95,2.36,2912,49.22,West,4.12,49.71,28.27,88742,Nigeria,74.8,14,129
5.92,991,61.89,6.66,1.97,2983,3.29,East,5.99,21.2,24.27,59900,Pakistan,47.34,3128,430
8.2,225,88.46,6.11,1.97,639,89.47,South,3.77,31.75,33.08,45777,Brazil,89.0,1353,125
8.25,309,48.51,6.67,2.12,2006,17.8,West,6.12,24.04,30.35,25872,India,22.96,3135,439
0.66,704,39.29,6.13,1.21,308,29.47,Central,6.93,36.04,35.79,5456,Bangladesh,59.48,2277,211
1.71,155,68.85,8.31,1.64,2677,47.97,Central,3.0,46.92,33.56,61894,Brazil,34.14,10,399
3.11,532,65.66,7.65,4.93,1644,27.13,North,3.8,15.48,27.44,12411,Bangladesh,34.15,1656,161
3.21,763,54.96,8.22,1.84,2593,4.02,East,5.63,40.94,18.63,81732,China,62.64,1247,204
6.59,191,76.4,7.79,2.63,580,2.91,South,3.37,32.74,0.81,51903,Bangladesh,44.62,1660,401
6.23,501,36.66,6.33,4.24,1727,95.52,North,3.93,14.01,12.3,7170,India,56.72,1763,28
4.95,138,73.54,8.35,2.64,1795,32.55,East,4.62,39.86,29.1,60344,India,44.45,541,181
2.11,574,44.82,8.25,1.62,2821,33.44,West,6.01,21.36,2.38,63637,Pakistan,56.41,1529,50
3.82,873,39.03,6.87,2.62,1766,92.29,Central,8.0,6.02,30.26,98727,Mexico,42.87,1180,234
5.44,729,93.67,6.28,0.57,2405,83.62,South,3.93,49.67,20.66,23973,China,84.28,2688,13
4.68,727,62.19,7.76,0.65,1582,68.69,Central,8.17,21.28,34.71,47798,USA,64.63,2617,349
1.27,42,83.44,7.82,3.47,822,65.85,West,8.99,27.08,26.39,21845,Indonesia,32.91,2754,57
6.5,400,36.24,8.24,4.59,749,80.11,East,7.56,40.4,31.94,26108,Bangladesh,20.68,928,418
0.73,92,34.02,6.13,3.63,2971,16.89,West,3.31,48.04,6.86,45304,Mexico,21.4,1426,136
3.78,34,64.64,6.35,0.37,1626,66.43,West,6.08,43.64,6.92,10786,Pakistan,53.74,3659,127
7.1,462,52.09,7.5,2.01,2896,9.84,Central,7.62,26.25,8.44,79136,Nigeria,45.13,2233,36
0.2,442,30.34,7.55,0.01,2151,12.65,South,9.85,27.28,13.33,17372,USA,40.97,3909,493
5.7,83,42.83,6.08,2.56,2917,24.28,West,9.66,14.04,36.18,42805,Ethiopia,69.83,4990,358
3.35,653,45.31,6.99,0.97,333,70.98,Central,5.77,23.14,30.97,42250,Mexico,85.06,2061,267
0.09,673,50.2,7.46,4.34,900,89.25,South,7.31,47.34,14.59,89685,Nigeria,25.07,4097,84
1.9,439,91.43,7.84,0.52,1900,69.08,East,9.24,36.35,36.74,44976,China,28.8,2563,209
9.41,512,59.44,6.79,0.01,2838,41.66,East,8.82,0.59,31.16,45648,Pakistan,49.5,2803,138
5.21,975,77.56,7.21,2.26,1475,51.37,North,6.36,5.83,26.24,92446,USA,55.32,2293,26
9.97,898,31.29,8.04,0.78,2190,71.23,Central,4.83,46.19,17.46,89142,USA,51.62,1625,343
5.25,517,86.97,8.38,3.69,405,61.33,South,3.96,42.44,26.07,78461,USA,71.09,571,232
5.44,405,46.82,6.58,4.6,2395,52.95,West,6.42,24.31,23.73,94067,China,26.98,4531,170
3.92,711,51.63,6.63,0.21,707,23.68,East,8.06,30.85,31.27,54059,Bangladesh,59.58,2400,177
3.1,861,33.17,8.35,1.98,729,61.7,South,9.79,14.48,9.02,72469,Ethiopia,84.94,1711,353
2.52,227,58.68,6.99,4.98,2438,1.87,Central,9.03,39.64,35.42,80436,China,94.28,382,19
3.43,469,89.68,7.8,3.66,2180,56.01,North,4.43,30.17,23.67,73977,Indonesia,64.83,1083,396
4.6,327,56.51,7.53,4.77,605,82.07,East,8.04,34.74,32.27,85689,Ethiopia,31.07,1949,302
1.92,746,93.6,6.71,0.82,287,17.98,South,5.02,18.75,13.89,20483,India,78.2,2517,263
2.25,327,90.72,7.63,1.11,806,11.42,South,7.78,21.52,15.68,46516,Pakistan,83.71,4169,484
2.72,597,34.34,7.64,0.77,1656,97.02,South,7.66,10.38,37.49,16760,China,35.7,3497,196
4.49,451,51.37,7.48,1.51,473,84.35,Central,4.91,47.4,24.88,88076,Nigeria,74.2,3314,326
6.53,175,93.73,6.25,3.62,260,30.2,Central,4.64,47.33,12.71,34541,Ethiopia,94.44,4930,63
8.56,461,32.09,8.49,0.82,281,20.86,Central,3.73,40.89,3.29,66574,Indonesia,77.51,2675,43
2.87,154,83.61,7.0,2.62,1301,33.4,West,3.35,46.78,17.37,45213,India,53.25,3394,243
1.84,531,93.45,7.6,1.35,1544,43.12,South,9.01,33.27,33.96,70248,Bangladesh,55.42,1203,11
3.79,476,83.93,8.21,4.15,735,82.11,East,3.35,11.73,10.06,85359,Nigeria,26.36,773,360
8.94,692,82.07,7.06,0.03,2919,23.92,Central,3.62,38.01,34.41,27690,Ethiopia,62.09,3056,259
0.1,298,89.03,7.93,1.12,1489,72.08,Central,4.67,16.26,6.47,99289,Pakistan,84.21,2313,295
6.78,46,76.61,8.43,3.03,1098,92.93,South,9.21,22.02,5.2,18270,Nigeria,98.28,2597,402
4.77,641,59.62,6.9,0.48,307,37.95,Central,5.33,13.72,24.23,50701,India,51.94,1403,437
1.61,421,34.39,7.01,2.33,1804,2.6,West,4.34,21.18,32.19,99587,Nigeria,54.83,4172,256
3.21,695,85.16,8.26,2.18,1221,82.76,West,8.01,33.97,31.2,11751,Brazil,24.38,3061,374
2.25,886,93.37,6.4,4.26,2643,70.84,Central,5.23,5.53,21.74,90189,Mexico,82.01,3325,234
8.78,395,65.81,6.07,3.13,2080,14.91,South,5.33,5.26,25.55,88032,Bangladesh,77.33,1403,246
4.82,901,67.28,8.27,3.2,728,59.69,South,8.17,34.19,10.33,32655,India,52.23,3320,140
5.63,951,58.23,8.05,4.76,2581,82.48,South,4.76,38.98,22.05,63439,Nigeria,76.74,869,305
5.94,431,89.98,8.43,4.91,2474,18.1,North,9.28,27.57,8.31,95121,Mexico,69.84,1083,180
6.4,47,31.04,6.15,3.27,1415,22.29,Central,6.93,9.08,37.13,8561,Mexico,81.52,973,499
4.96,542,73.72,6.39,2.61,520,20.18,South,6.76,21.54,27.12,40557,Nigeria,45.13,1225,425
0.18,928,93.52,6.26,3.04,541,99.75,West,4.85,37.91,22.59,24908,Pakistan,72.07,1802,364
3.35,170,37.23,7.71,1.91,1251,22.95,East,8.85,34.29,9.89,18688,Brazil,70.05,2964,152
1.84,227,97.14,7.52,4.94,2265,26.69,East,7.01,5.49,16.36,23279,China,27.24,1188,43
6.8,253,97.74,6.9,3.53,832,4.79,South,4.09,48.46,31.21,91710,Brazil,42.48,3443,108
0.57,52,95.09,6.14,1.46,2740,98.33,East,4.44,11.17,9.58,25187,Nigeria,88.82,3934,97
5.64,127,62.38,7.6,0.29,1738,24.68,East,6.28,11.02,5.15,24714,Bangladesh,32.49,4409,226
2.11,615,56.81,7.43,0.22,2517,72.52,North,8.46,22.99,12.29,67005,China,50.37,1321,444
9.49,333,79.42,6.28,1.02,1198,2.64,West,9.58,16.36,31.78,84053,India,38.02,2023,80
3.36,207,52.31,8.27,1.16,2382,78.34,West,7.64,49.2,35.32,21746,Brazil,31.21,4731,217
3.25,491,34.78,6.5,2.08,2759,75.06,North,6.54,3.82,16.57,34186,Nigeria,30.91,4512,148
9.23,260,93.1,7.86,1.07,2648,8.42,North,4.76,15.32,31.25,17051,Brazil,47.84,438,434
4.17,713,74.44,8.21,3.15,1718,12.26,East,7.71,19.14,13.29,20205,China,84.28,164,75
9.63,477,44.5,7.45,1.06,1306,29.51,Central,9.88,24.67,20.35,94515,Indonesia,97.31,3337,79
0.24,841,31.29,6.62,0.94,1942,35.47,East,6.33,0.82,0.81,60649,Ethiopia,65.75,3350,51
3.06,134,80.65,6.77,2.36,1902,78.35,North,4.13,4.12,28.48,92872,Brazil,70.82,987,62
6.66,558,89.7,8.21,4.44,844,6.12,West,3.72,12.89,28.75,16302,India,82.3,2529,83
8.91,600,58.4,6.75,2.34,278,65.02,East,4.88,27.7,4.01,63891,India,72.94,4612,437
2.56,512,35.66,7.87,2.07,1531,22.85,Central,6.99,38.39,14.35,11531,USA,87.87,4177,393
9.3,113,75.4,8.48,2.89,2868,38.25,East,9.63,34.32,19.34,55841,Brazil,90.72,4214,342
5.94,672,50.79,8.5,1.29,1249,0.22,South,5.09,28.35,30.96,22021,Ethiopia,70.22,3845,366
8.01,243,40.08,7.33,1.77,2414,29.11,East,5.14,19.86,32.94,87394,Pakistan,62.65,1326,477
3.97,82,65.73,8.07,1.07,884,17.13,North,6.37,43.53,28.77,25833,Mexico,51.28,3286,254
2.12,43,63.73,8.48,2.86,1766,50.4,West,9.43,22.99,8.63,65231,Ethiopia,56.93,27,58
9.11,372,66.17,6.94,3.49,660,15.82,West,5.93,14.96,14.25,38051,Mexico,47.64,2024,7
9.33,171,87.68,6.63,3.37,1263,83.58,North,4.56,31.47,9.89,37761,Mexico,54.16,4593,306
4.98,932,63.92,6.29,1.27,999,88.29,South,4.14,34.61,25.49,2473,Indonesia,91.98,193,388
0.06,729,93.04,6.35,3.9,971,84.53,North,6.2,19.92,25.89,11400,USA,97.79,591,75
1.1,269,88.93,8.13,1.28,1563,98.18,East,8.6,1.41,0.65,49749,Ethiopia,48.92,2489,425
5.73,485,75.58,7.47,0.75,2421,91.46,North,5.04,4.71,29.27,19960,Ethiopia,37.65,1857,77
0.24,346,33.98,8.18,1.75,2834,27.98,North,6.59,42.28,9.18,92531,Indonesia,26.26,112,123
3.97,498,90.55,7.97,2.99,2801,31.45,South,7.22,2.83,32.06,2706,Brazil,86.95,1317,11
3.03,725,93.39,7.68,0.71,366,53.27,East,6.15,29.6,33.31,57782,Brazil,89.65,1737,279
7.14,206,56.25,7.52,3.24,2445,38.5,Central,4.34,9.19,31.88,66122,Brazil,56.04,2061,44
0.56,239,66.83,6.12,4.32,2687,96.99,Central,9.45,11.45,16.32,10458,Bangladesh,63.39,1690,52
4.89,109,49.67,8.18,1.47,758,33.95,West,6.96,13.67,13.93,11883,Mexico,79.19,3668,180
5.79,615,31.03,7.04,2.25,1753,74.01,North,8.1,1.91,17.4,69713,Bangladesh,50.07,1394,400
6.17,72,63.56,7.4,1.14,713,57.54,West,7.45,8.86,21.09,25757,USA,36.12,3168,448
4.05,343,39.06,6.05,1.81,1325,95.65,South,9.99,32.52,10.0,80606,Indonesia,29.17,3559,373
3.04,919,42.83,8.34,0.11,1405,74.45,Central,6.19,24.94,37.27,73681,Ethiopia,38.82,2236,233
6.82,715,63.65,8.26,4.77,2661,30.36,North,5.97,39.87,20.16,45676,Mexico,71.63,3883,185
8.48,293,90.69,7.36,2.08,2738,19.71,South,5.52,3.06,2.93,78820,Bangladesh,47.81,3251,292
6.94,798,89.12,7.44,3.94,1995,85.46,South,5.53,44.44,39.89,27545,Bangladesh,89.42,3932,74
9.32,728,97.55,7.76,0.71,1792,91.1,North,4.93,49.82,19.36,8826,Nigeria,27.0,3014,425
7.17,885,63.79,6.66,4.06,2789,83.11,South,9.86,0.79,37.88,29486,Bangladesh,53.31,3486,197
7.65,608,68.64,6.55,4.3,2498,73.74,North,9.1,48.38,15.61,10937,Pakistan,40.56,1128,78
1.68,147,87.55,7.69,3.58,1956,32.17,North,5.22,11.79,8.99,53441,Ethiopia,91.02,1696,232
4.2,547,78.98,6.26,4.52,2931,50.54,East,5.14,34.63,29.48,94718,Pakistan,84.5,132,167
4.85,428,42.8,7.14,0.84,444,91.57,West,3.72,14.62,17.3,13656,Ethiopia,98.74,4665,22
2.56,299,57.87,7.23,2.38,687,13.49,South,9.14,26.09,35.26,28277,Indonesia,29.54,4220,406
5.29,779,95.04,6.95,3.1,1966,49.49,South,5.6,25.52,18.58,25810,Ethiopia,82.58,3539,485
2.91,436,40.23,6.46,2.98,2148,35.55,East,7.01,18.06,13.53,20355,Pakistan,30.07,2988,229
6.88,693,44.65,6.89,4.31,235,67.75,East,9.3,35.88,38.67,71475,Ethiopia,32.4,4302,304
4.7,760,58.05,6.84,1.08,568,63.41,East,5.86,29.98,33.21,36533,Indonesia,23.14,3293,383
4.59,437,95.79,7.25,0.88,1158,56.01,Central,8.65,25.41,8.22,68004,Indonesia,57.18,311,459
9.84,52,37.97,7.69,1.27,457,27.96,Central,6.01,49.14,19.55,61955,USA,30.07,2429,134
3.92,317,77.11,8.42,4.46,700,15.96,Central,7.91,47.0,4.53,52796,Ethiopia,47.87,1785,292
3.62,631,39.25,6.36,4.71,853,78.43,North,6.02,47.77,4.31,79975,Nigeria,42.1,4391,399
3.19,910,66.72,8.18,2.85,2967,99.17,South,5.75,44.07,34.14,34492,Brazil,98.11,401,37
8.95,156,67.56,6.71,2.51,1835,16.91,West,9.93,12.76,37.27,41080,India,72.66,1596,231
4.97,644,32.98,7.48,3.03,678,7.58,North,7.29,17.5,29.55,34455,Indonesia,52.84,121,354
6.0,935,96.79,7.37,3.08,439,74.57,South,5.57,11.55,39.57,81747,China,90.28,750,167
1.81,826,86.46,7.39,0.85,2615,34.39,South,4.8,49.31,1.81,87440,Brazil,25.11,105,284
5.41,390,51.2,7.81,3.43,2396,21.3,East,3.28,7.63,13.26,27608,Mexico,46.74,1059,102
2.75,760,39.14,6.95,2.26,931,52.51,East,7.95,18.33,5.28,29803,Ethiopia,61.17,4167,144
7.31,712,54.19,6.8,2.59,600,67.52,North,5.61,9.95,31.28,61366,Pakistan,24.31,4663,242
8.33,125,92.6,8.13,0.15,793,21.48,East,8.75,11.17,35.62,59281,India,31.67,3238,473
7.15,474,39.29,6.55,3.82,487,99.45,South,5.55,12.35,17.88,50587,China,91.6,1244,147
7.3,678,54.45,6.45,4.18,1886,32.82,East,5.61,31.98,33.17,24082,Brazil,34.37,75,365
5.12,853,64.6,6.04,3.1,333,31.5,Central,8.45,3.8,33.9,91171,Ethiopia,93.73,1009,152
7.12,977,32.3,6.53,3.74,2020,42.3,East,6.43,28.63,5.59,45646,USA,27.69,3282,315
4.23,216,48.76,7.3,2.61,2054,74.5,South,9.19,40.96,15.08,38905,Mexico,91.06,2275,421
6.51,62,71.69,7.35,3.09,1677,87.33,North,7.13,38.33,7.52,25521,India,56.3,3808,318
2.59,107,52.68,6.64,1.97,424,32.4,West,4.68,7.56,26.8,1808,Nigeria,65.86,452,294
0.7,37,90.94,6.18,3.96,2884,11.87,East,6.98,45.74,15.49,65607,USA,42.53,765,125
4.13,222,95.57,7.86,2.34,2231,25.61,South,3.03,38.5,26.71,18789,China,41.87,4582,191
4.62,958,60.91,7.89,3.4,807,8.43,West,5.19,0.27,35.04,96518,India,59.37,2715,484
2.56,666,67.24,8.49,3.11,1099,63.03,West,4.46,36.87,16.51,58173,USA,48.46,1497,82
7.28,766,74.16,8.25,3.51,1025,74.07,Central,7.58,36.87,38.88,89720,Mexico,26.22,3946,20
0.74,257,76.52,8.32,3.93,2150,42.93,West,3.95,24.84,16.34,8282,Nigeria,48.29,3732,287
2.23,499,34.43,8.0,2.56,610,95.28,South,5.03,2.3,8.55,20562,USA,40.38,4925,283
7.49,859,33.76,7.54,4.07,573,72.75,South,5.32,29.0,21.17,26629,Bangladesh,87.97,2838,358
4.37,545,90.59,6.32,2.49,2332,37.97,East,3.02,38.29,15.96,30216,Nigeria,87.08,489,488
7.05,774,45.39,7.56,4.78,283,10.22,East,3.33,13.54,5.0,72066,China,31.32,2423,267
5.67,865,70.89,6.14,3.76,681,49.37,East,5.18,33.35,0.93,3083,Mexico,78.41,1935,120
9.51,341,73.73,8.21,0.86,471,50.38,West,4.56,17.7,29.76,43732,Ethiopia,56.07,2749,110
5.98,970,41.51,7.2,4.15,2253,55.06,West,3.82,28.69,37.31,76847,Pakistan,89.48,3296,78
0.15,45,83.31,7.74,2.76,718,68.24,Central,4.08,19.23,17.62,22735,Pakistan,41.92,4570,347
